order_id,user_id,order_date,product_id,product_name,category,quantity,unit_price,channel,region,payment_status,order_amount,month,order_day,is_repeat_order,user_order_no
O000108,U00512,2025-03-04,P011,精品挂耳咖啡,食品饮料,1,85.58,自然搜索,西北,已支付,85.58,2025-03,2025-03-04,False,1
O000110,U00468,2025-12-03,P012,坚果礼盒,食品饮料,1,122.17,直播间,华中,已支付,122.17,2025-12,2025-12-03,True,2
O000112,U01261,2025-11-25,P005,氨基酸洗面奶,美妆个护,1,54.66,未知渠道,华东,已支付,54.66,2025-11,2025-11-25,False,1
O000113,U00151,2025-08-16,P011,精品挂耳咖啡,食品饮料,1,76.51,直播间,华东,已支付,76.51,2025-08,2025-08-16,False,1
O000114,U01002,2025-10-16,P007,轻薄羽绒服,服饰鞋包,1,362.74,信息流广告,西北,已支付,362.74,2025-10,2025-10-16,False,1
O000115,U00078,2025-03-07,P009,跑步运动鞋,服饰鞋包,2,316.93,自然搜索,华南,已支付,633.86,2025-03,2025-03-07,False,1
O000116,U00230,2025-05-19,P011,精品挂耳咖啡,食品饮料,1,76.35,信息流广告,华东,已支付,76.35,2025-05,2025-05-19,False,1
O000117,U00974,2025-04-02,P006,精华液礼盒,美妆个护,2,252.79,信息流广告,华东,已支付,505.58,2025-04,2025-04-02,False,1
O000118,U00056,2025-08-05,P005,氨基酸洗面奶,美妆个护,1,57.03,自然搜索,华东,已支付,57.03,2025-08,2025-08-05,False,1
O000119,U00836,2025-07-10,P001,无线蓝牙耳机,数码配件,1,176.34,信息流广告,西南,已支付,176.34,2025-07,2025-07-10,True,3
O000120,U00287,2025-06-03,P013,人体工学椅,家居生活,1,762.18,信息流广告,华南,已支付,762.18,2025-06,2025-06-03,True,2
O000121,U00843,2025-01-06,P010,即食燕麦组合,食品饮料,2,56.98,自然搜索,华东,已支付,113.96,2025-01,2025-01-06,False,1
O000122,U00550,2025-09-30,P003,智能手表,数码配件,1,395.94,会员短信,华南,已支付,395.94,2025-09,2025-09-30,True,3
O000123,U00052,2025-10-14,P015,收纳箱套装,家居生活,1,116.65,信息流广告,华东,已支付,116.65,2025-10,2025-10-14,True,2
O000125,U00398,2025-11-04,P001,无线蓝牙耳机,数码配件,1,177.7,会员短信,华中,已支付,177.7,2025-11,2025-11-04,True,2
O000126,U00721,2025-11-08,P007,轻薄羽绒服,服饰鞋包,2,337.61,自然搜索,华东,已支付,675.22,2025-11,2025-11-08,True,3
O000127,U00163,2025-11-04,P006,精华液礼盒,美妆个护,3,266.41,会员短信,西南,已支付,799.23,2025-11,2025-11-04,True,2
O000129,U00375,2025-09-29,P008,通勤帆布包,服饰鞋包,1,154.21,自然搜索,西南,已支付,154.21,2025-09,2025-09-29,True,2
O000130,U01347,2025-03-09,P005,氨基酸洗面奶,美妆个护,2,59.03,直播间,华东,已支付,118.06,2025-03,2025-03-09,False,1
O000131,U00800,2025-05-18,P004,补水面膜套装,美妆个护,1,87.71,社群团购,华南,已支付,87.71,2025-05,2025-05-18,False,1
O000132,U00909,2025-09-14,P002,机械键盘,数码配件,1,279.59,会员短信,华东,已支付,279.59,2025-09,2025-09-14,True,2
O000133,U00992,2025-04-08,P006,精华液礼盒,美妆个护,2,242.23,直播间,东北,已支付,484.46,2025-04,2025-04-08,True,2
O000134,U00985,2025-12-27,P004,补水面膜套装,美妆个护,2,69.18,社群团购,华北,已支付,138.36,2025-12,2025-12-27,True,2
O000135,U00476,2025-04-03,P009,跑步运动鞋,服饰鞋包,1,347.09,自然搜索,西南,已支付,347.09,2025-04,2025-04-03,True,3
O000136,U00652,2025-02-11,P008,通勤帆布包,服饰鞋包,2,170.54,信息流广告,华北,已支付,341.08,2025-02,2025-02-11,True,2
O000137,U01356,2025-06-23,P014,香薰加湿器,家居生活,1,153.29,自然搜索,华南,已支付,153.29,2025-06,2025-06-23,False,1
O000138,U00605,2025-09-23,P015,收纳箱套装,家居生活,2,96.96,会员短信,华南,已支付,193.92,2025-09,2025-09-23,True,2
O000139,U00339,2025-01-09,P011,精品挂耳咖啡,食品饮料,1,56.94,自然搜索,华南,已支付,56.94,2025-01,2025-01-09,False,1
O000140,U01315,2025-06-21,P003,智能手表,数码配件,1,516.06,直播间,华东,已支付,516.06,2025-06,2025-06-21,False,1
O000141,U00889,2025-03-06,P008,通勤帆布包,服饰鞋包,2,136.09,自然搜索,西南,已支付,272.18,2025-03,2025-03-06,True,2
O000142,U00609,2025-03-23,P006,精华液礼盒,美妆个护,1,272.73,自然搜索,华北,已支付,272.73,2025-03,2025-03-23,False,1
O000143,U01097,2025-04-10,P007,轻薄羽绒服,服饰鞋包,1,387.16,信息流广告,西南,已支付,387.16,2025-04,2025-04-10,True,2
O000144,U00034,2025-11-09,P011,精品挂耳咖啡,食品饮料,1,73.24,自然搜索,西南,已支付,73.24,2025-11,2025-11-09,True,5
O000145,U00256,2025-08-03,P006,精华液礼盒,美妆个护,1,216.2,社群团购,西南,已支付,216.2,2025-08,2025-08-03,True,2
O000146,U00656,2025-04-18,P005,氨基酸洗面奶,美妆个护,1,76.4,信息流广告,华东,已支付,76.4,2025-04,2025-04-18,True,2
O000147,U01035,2025-10-01,P003,智能手表,数码配件,2,543.29,会员短信,西北,已支付,1086.58,2025-10,2025-10-01,True,2
O000148,U01287,2025-05-03,P001,无线蓝牙耳机,数码配件,1,162.46,自然搜索,西北,已支付,162.46,2025-05,2025-05-03,False,1
O000152,U00777,2025-08-02,P010,即食燕麦组合,食品饮料,1,61.72,信息流广告,华东,已支付,61.72,2025-08,2025-08-02,True,2
O000154,U01166,2025-11-12,P002,机械键盘,数码配件,1,278.08,信息流广告,华南,已支付,278.08,2025-11,2025-11-12,True,3
O000155,U00448,2025-09-01,P011,精品挂耳咖啡,食品饮料,1,69.48,自然搜索,华东,已支付,69.48,2025-09,2025-09-01,True,3
O000158,U00080,2025-07-15,P010,即食燕麦组合,食品饮料,1,58.22,会员短信,华北,已支付,58.22,2025-07,2025-07-15,True,3
O000159,U00838,2025-06-22,P003,智能手表,数码配件,1,351.89,直播间,华南,已支付,351.89,2025-06,2025-06-22,False,1
O000160,U00877,2025-01-30,P001,无线蓝牙耳机,数码配件,1,197.83,自然搜索,华中,已支付,197.83,2025-01,2025-01-30,False,1
O000162,U00995,2025-02-28,P011,精品挂耳咖啡,食品饮料,2,72.51,信息流广告,华北,已支付,145.02,2025-02,2025-02-28,False,1
O000163,U00434,2025-10-17,P002,机械键盘,数码配件,1,290.05,信息流广告,西南,已支付,290.05,2025-10,2025-10-17,True,5
O000164,U00366,2025-08-05,P007,轻薄羽绒服,服饰鞋包,3,437.01,自然搜索,华南,已支付,1311.03,2025-08,2025-08-05,False,1
O000165,U01365,2025-10-27,P009,跑步运动鞋,服饰鞋包,3,280.29,社群团购,华东,已支付,840.87,2025-10,2025-10-27,True,2
O000166,U00004,2025-03-10,P010,即食燕麦组合,食品饮料,1,55.37,社群团购,华东,已支付,55.37,2025-03,2025-03-10,False,1
O000167,U00667,2025-10-23,P012,坚果礼盒,食品饮料,4,118.1,未知渠道,华北,已支付,472.4,2025-10,2025-10-23,True,4
O000168,U00211,2025-09-03,P014,香薰加湿器,家居生活,3,204.53,直播间,华北,已支付,613.59,2025-09,2025-09-03,True,4
O000169,U00713,2025-12-09,P009,跑步运动鞋,服饰鞋包,4,215.89,自然搜索,华北,已支付,863.56,2025-12,2025-12-09,True,5
O000170,U00748,2025-12-27,P011,精品挂耳咖啡,食品饮料,1,56.89,自然搜索,华东,已支付,56.89,2025-12,2025-12-27,True,3
O000171,U00857,2025-06-28,P003,智能手表,数码配件,2,400.15,会员短信,西南,已支付,800.3,2025-06,2025-06-28,True,2
O000172,U00151,2025-08-27,P015,收纳箱套装,家居生活,2,99.21,信息流广告,东北,已支付,198.42,2025-08,2025-08-27,True,2
O000173,U00823,2025-08-09,P013,人体工学椅,家居生活,1,857.2,自然搜索,华东,已支付,857.2,2025-08,2025-08-09,True,3
O000174,U00973,2025-02-06,P001,无线蓝牙耳机,数码配件,1,179.23,自然搜索,西北,已支付,179.23,2025-02,2025-02-06,False,1
O000175,U01069,2025-07-21,P008,通勤帆布包,服饰鞋包,2,161.96,信息流广告,华东,已支付,323.92,2025-07,2025-07-21,True,3
O000176,U00835,2025-05-18,P002,机械键盘,数码配件,1,291.95,信息流广告,华北,已支付,291.95,2025-05,2025-05-18,False,1
O000177,U01023,2025-11-23,P012,坚果礼盒,食品饮料,2,85.25,直播间,西南,已支付,170.5,2025-11,2025-11-23,False,1
O000178,U00324,2025-07-24,P012,坚果礼盒,食品饮料,1,143.83,会员短信,华东,已支付,143.83,2025-07,2025-07-24,True,3
O000179,U00281,2025-04-28,P009,跑步运动鞋,服饰鞋包,1,322.47,会员短信,华东,已支付,322.47,2025-04,2025-04-28,False,1
O000180,U01064,2025-11-06,P013,人体工学椅,家居生活,1,652.58,自然搜索,华南,已支付,652.58,2025-11,2025-11-06,True,2
O000181,U00878,2025-07-24,P012,坚果礼盒,食品饮料,1,120.95,会员短信,西北,已支付,120.95,2025-07,2025-07-24,False,1
O000182,U00555,2025-01-16,P015,收纳箱套装,家居生活,1,89.47,社群团购,华北,已支付,89.47,2025-01,2025-01-16,False,1
O000183,U00509,2025-08-09,P004,补水面膜套装,美妆个护,2,75.83,自然搜索,华南,已支付,151.66,2025-08,2025-08-09,True,2
O000185,U01224,2025-09-12,P005,氨基酸洗面奶,美妆个护,1,68.3,自然搜索,华南,已支付,68.3,2025-09,2025-09-12,True,3
O000187,U00177,2025-07-11,P013,人体工学椅,家居生活,2,765.78,自然搜索,西南,已支付,1531.56,2025-07,2025-07-11,False,1
O000188,U00414,2025-11-10,P014,香薰加湿器,家居生活,2,181.29,会员短信,华南,已支付,362.58,2025-11,2025-11-10,True,3
O000189,U00698,2025-09-04,P001,无线蓝牙耳机,数码配件,1,219.94,自然搜索,华南,已支付,219.94,2025-09,2025-09-04,True,3
O000190,U01140,2025-12-03,P004,补水面膜套装,美妆个护,1,77.21,会员短信,西北,已支付,77.21,2025-12,2025-12-03,True,3
O000191,U01024,2025-12-02,P009,跑步运动鞋,服饰鞋包,3,329.43,直播间,西南,已支付,988.29,2025-12,2025-12-02,True,3
O000192,U01068,2025-06-02,P002,机械键盘,数码配件,2,221.23,信息流广告,西北,已支付,442.46,2025-06,2025-06-02,False,1
O000195,U01092,2025-05-02,P005,氨基酸洗面奶,美妆个护,1,59.2,会员短信,华东,已支付,59.2,2025-05,2025-05-02,False,1
O000196,U00058,2025-10-30,P009,跑步运动鞋,服饰鞋包,2,355.41,社群团购,华东,已支付,710.82,2025-10,2025-10-30,True,4
O000197,U01055,2025-09-15,P013,人体工学椅,家居生活,2,897.2,会员短信,东北,已支付,1794.4,2025-09,2025-09-15,True,3
O000198,U00958,2025-04-05,P002,机械键盘,数码配件,2,283.13,直播间,华南,已支付,566.26,2025-04,2025-04-05,True,3
O000199,U00969,2025-12-02,P009,跑步运动鞋,服饰鞋包,1,223.24,社群团购,西北,已支付,223.24,2025-12,2025-12-02,True,3
O000200,U00371,2025-11-22,P007,轻薄羽绒服,服饰鞋包,1,293.78,自然搜索,西北,已支付,293.78,2025-11,2025-11-22,True,2
O000201,U01385,2025-11-17,P004,补水面膜套装,美妆个护,1,75.55,社群团购,华南,已支付,75.55,2025-11,2025-11-17,True,4
O000203,U00771,2025-12-26,P002,机械键盘,数码配件,1,267.74,自然搜索,华南,已支付,267.74,2025-12,2025-12-26,False,1
O000204,U00646,2025-11-08,P003,智能手表,数码配件,2,502.24,自然搜索,华东,已支付,1004.48,2025-11,2025-11-08,False,1
O000205,U01033,2025-03-18,P004,补水面膜套装,美妆个护,1,79.41,信息流广告,华北,已支付,79.41,2025-03,2025-03-18,False,1
O000206,U00244,2025-06-24,P004,补水面膜套装,美妆个护,1,65.16,信息流广告,华南,已支付,65.16,2025-06,2025-06-24,False,1
O000207,U00702,2025-11-15,P013,人体工学椅,家居生活,1,644.13,自然搜索,西南,已支付,644.13,2025-11,2025-11-15,False,1
O000208,U01106,2025-09-25,P014,香薰加湿器,家居生活,1,195.7,自然搜索,华南,已支付,195.7,2025-09,2025-09-25,True,4
O000209,U00355,2025-08-25,P001,无线蓝牙耳机,数码配件,2,152.45,直播间,西南,已支付,304.9,2025-08,2025-08-25,True,4
O000210,U01293,2025-07-24,P007,轻薄羽绒服,服饰鞋包,4,407.05,社群团购,华南,已支付,1628.2,2025-07,2025-07-24,True,2
O000211,U00062,2025-01-22,P005,氨基酸洗面奶,美妆个护,1,49.83,自然搜索,华南,已支付,49.83,2025-01,2025-01-22,False,1
O000212,U00570,2025-09-19,P008,通勤帆布包,服饰鞋包,1,147.49,直播间,华南,已支付,147.49,2025-09,2025-09-19,True,2
O000213,U01037,2025-07-24,P002,机械键盘,数码配件,1,280.0,社群团购,华南,已支付,280.0,2025-07,2025-07-24,False,1
O000214,U00764,2025-06-10,P010,即食燕麦组合,食品饮料,1,42.74,直播间,华东,已支付,42.74,2025-06,2025-06-10,False,1
O000215,U00969,2025-10-13,P009,跑步运动鞋,服饰鞋包,1,370.84,会员短信,华中,已支付,370.84,2025-10,2025-10-13,False,1
O000216,U01129,2025-05-17,P004,补水面膜套装,美妆个护,1,86.06,直播间,东北,已支付,86.06,2025-05,2025-05-17,True,2
O000217,U00722,2025-10-22,P001,无线蓝牙耳机,数码配件,1,196.31,信息流广告,华北,已支付,196.31,2025-10,2025-10-22,True,2
O000218,U00138,2025-05-14,P003,智能手表,数码配件,2,512.89,社群团购,华北,已支付,1025.78,2025-05,2025-05-14,True,2
O000219,U01344,2025-02-15,P003,智能手表,数码配件,1,449.71,信息流广告,华南,已支付,449.71,2025-02,2025-02-15,False,1
O000220,U01115,2025-05-17,P012,坚果礼盒,食品饮料,2,132.96,直播间,华东,已支付,265.92,2025-05,2025-05-17,True,2
O000221,U00568,2025-11-26,P010,即食燕麦组合,食品饮料,1,45.73,自然搜索,华东,已支付,45.73,2025-11,2025-11-26,True,2
O000222,U01050,2025-09-09,P012,坚果礼盒,食品饮料,2,119.84,信息流广告,华北,已支付,239.68,2025-09,2025-09-09,True,2
O000223,U01360,2025-01-15,P010,即食燕麦组合,食品饮料,1,61.69,自然搜索,华南,已支付,61.69,2025-01,2025-01-15,False,1
